iter	Logloss
575	0.6281601836
576	0.6279889828
577	0.6278752527
578	0.6277687136
579	0.627668386
580	0.6275302106
581	0.6274097455
582	0.6272799974
583	0.6271669978
584	0.6270423157
585	0.6269308866
586	0.6268392247
587	0.626715537
588	0.6265772881
589	0.6264594577
590	0.6263123275
591	0.6262133604
592	0.6261036495
593	0.6259059188
594	0.6257523926
595	0.6256626475
596	0.6255739968
597	0.625471779
598	0.6253633844
599	0.6252629908
600	0.6252055383
601	0.6250767463
602	0.6249901113
603	0.6249460209
604	0.6248968142
605	0.6247970399
606	0.6246682503
607	0.6245230492
608	0.6244243911
609	0.6243509135
610	0.6242728069
611	0.6242359789
612	0.6241544412
613	0.6240728094
614	0.6239570602
615	0.6238223496
616	0.6236999651
617	0.6236371245
618	0.6235355488
619	0.6234165964
620	0.6232437071
621	0.6231823926
622	0.6230291297
623	0.622997177
624	0.6229496011
625	0.6228121811
626	0.6226861413
627	0.6226244729
628	0.6225595178
629	0.6224827756
630	0.6223680111
631	0.6222540007
632	0.6221538415
633	0.6220762578
634	0.6219660335
635	0.62188634
636	0.6218020551
637	0.6216555363
638	0.6215575745
639	0.6214663845
640	0.6213875579
641	0.6213345572
642	0.6212789289
643	0.6211349209
644	0.6210476278
645	0.6208814405
646	0.6207879568
647	0.6206961904
648	0.6205756362
649	0.620489714
650	0.6203560498
651	0.6201900917
652	0.6200948954
653	0.6199593443
654	0.6198125256
655	0.6196710602
656	0.6196207402
657	0.6195696658
658	0.6194968475
659	0.6194141635
660	0.61935944
661	0.6192651336
662	0.619161837
663	0.619100053
664	0.6189102509
665	0.6187836399
666	0.6186752696
667	0.6185793207
668	0.6184556644
669	0.6183547598
670	0.6182543311
671	0.6181447023
672	0.6180756722
673	0.6179628263
674	0.6178767191
675	0.6177457197
676	0.6175885438
677	0.6175131774
678	0.6173813339
679	0.6172965125
680	0.6172250901
681	0.6170926518
682	0.616973324
683	0.6169183634
684	0.6167861017
685	0.6167087958
686	0.6166320669
687	0.616536298
688	0.6164080717
689	0.616287606
690	0.6162332563
691	0.6161250832
692	0.6160210474
693	0.6159276634
694	0.615874583
695	0.615746811
696	0.6156979757
697	0.6156281876
698	0.6155299974
699	0.61541052
700	0.6153276474
701	0.6152041366
702	0.6151300774
703	0.6149737492
704	0.6148346042
705	0.6147754102
706	0.6146369332
707	0.6144883355
708	0.6143737231
709	0.6142649151
710	0.6141459941
711	0.6139975423
712	0.613855914
713	0.613678782
714	0.6135928058
715	0.6135311722
716	0.6134451919
717	0.6133056337
718	0.6132658941
719	0.6131619598
720	0.6131005904
721	0.6129929298
722	0.6128732939
723	0.6127641474
724	0.6126318318
725	0.6125384369
726	0.6124106601
727	0.6123654172
728	0.6122788128
729	0.6122126108
730	0.6121104225
731	0.6120130881
732	0.6119112927
733	0.6118246638
734	0.6117177565
735	0.6116389763
736	0.6114579229
737	0.6113895881
738	0.6113396696
739	0.6112891405
740	0.6112067316
741	0.6111778767
742	0.6110938966
743	0.6110588958
744	0.6110345082
745	0.6109203042
746	0.6108124605
747	0.6106891767
748	0.6105830088
749	0.6104668042
750	0.6103335407
751	0.6102476438
752	0.6101576684
753	0.6100299836
754	0.6099106607
755	0.6097946837
756	0.6096914954
757	0.6095701024
758	0.6094605049
759	0.6093697682
760	0.6092899688
761	0.6092042421
762	0.6091257097
763	0.6090299559
764	0.6089423349
765	0.6088834909
766	0.6087828286
767	0.608689057
768	0.6085700604
769	0.608439473
770	0.608359382
771	0.6082689384
772	0.6081907179
773	0.6080718779
774	0.6079545844
775	0.6078928627
776	0.6078142075
777	0.6076877936
778	0.6075586835
779	0.6074776794
780	0.6073698886
781	0.6072989674
782	0.6072177464
783	0.6070946205
784	0.6070088132
785	0.6068112623
786	0.6066953812
787	0.6065614126
788	0.6064676059
789	0.6063495792
790	0.6062228485
791	0.6060937846
792	0.6060014667
793	0.6058886423
794	0.6057141355
795	0.605632333
796	0.6055230529
797	0.6053841295
798	0.6053323372
799	0.6052619534
800	0.6051896956
801	0.6051446857
802	0.6050448247
803	0.6049600147
804	0.6048282451
805	0.6047487123
806	0.604604094
807	0.6044734619
808	0.6043585512
809	0.6042819435
810	0.6041891818
811	0.6040979288
812	0.6039702464
813	0.6038717824
814	0.6037687691
815	0.6036619193
816	0.6035915912
817	0.6034922993
818	0.6034118605
819	0.6033064571
820	0.603251048
821	0.6031280312
822	0.6030161761
823	0.6028591274
824	0.6027928212
825	0.6026817944
826	0.6025456726
827	0.6024532742
828	0.6023474292
829	0.6022556889
830	0.6021177215
831	0.6020755036
832	0.6020117073
833	0.6019502868
834	0.6018480088
835	0.6017694455
836	0.60170259
837	0.6015910268
838	0.6015245886
839	0.6014938932
840	0.6014357534
841	0.6013370417
842	0.6013015619
843	0.6012103707
844	0.6011104296
845	0.6009857425
846	0.6009384028
847	0.6008769001
848	0.600723994
849	0.6005725792
850	0.6004173276
851	0.6003554873
852	0.6002822832
853	0.6002519847
854	0.6001101203
855	0.600026324
856	0.5999059997
857	0.5997826751
858	0.5996946214
859	0.5996372571
860	0.5995671529
861	0.5994830837
862	0.5994070327
863	0.599291588
864	0.5991555529
865	0.5990512189
866	0.5989449257
867	0.5987995471
868	0.5986596191
869	0.5984596
870	0.5983708614
871	0.5982659758
872	0.5981914491
873	0.5980372406
874	0.5979616497
875	0.5978349599
876	0.5977471907
877	0.5976357923
878	0.597539397
879	0.5974475337
880	0.5973648148
881	0.5972881113
882	0.5972097551
883	0.5971028695
884	0.5970075276
885	0.5969448085
886	0.5968829332
887	0.5968335648
888	0.5967692857
889	0.5966935535
890	0.5966234683
891	0.5965520128
892	0.5964774556
893	0.5964001453
894	0.5963597499
895	0.5962594803
896	0.5961441503
897	0.5960515286
898	0.5959631666
899	0.5958549249
900	0.5958251023
901	0.5957247475
902	0.5956181786
903	0.5955217787
904	0.5953823552
905	0.5952485511
906	0.5951395035
907	0.5950566675
908	0.5949382392
909	0.5948631696
910	0.5947775742
911	0.5946450491
912	0.5945927187
913	0.5944767771
914	0.594375845
915	0.5942287995
916	0.594189855
917	0.5940514923
918	0.5939805504
919	0.5938739906
920	0.5938174928
921	0.5937350345
922	0.5936636322
923	0.5935815184
924	0.5934893421
925	0.593449219
926	0.5933491024
927	0.5932453746
928	0.593154078
929	0.5930957201
930	0.593017525
931	0.5929123713
932	0.5928582934
933	0.5927365436
934	0.592679295
935	0.5925512165
936	0.5924919592
937	0.5924054122
938	0.5923346481
939	0.5922318225
940	0.5921497125
941	0.5920512215
942	0.591994926
943	0.5918975164
944	0.5917693795
945	0.5917194456
946	0.5916583656
947	0.591580854
948	0.5915253687
949	0.5914398758
950	0.5913587762
951	0.5913216292
952	0.5912173708
953	0.5911216593
954	0.5910419119
955	0.5909652365
956	0.5908915942
957	0.5908010204
958	0.5906865771
959	0.5905654737
960	0.5904341965
961	0.5903113144
962	0.5902120949
963	0.5901522946
964	0.5900856096
965	0.5899826952
966	0.5898385582
967	0.5897849396
968	0.5896595068
969	0.5895739305
970	0.5895022224
971	0.5893844171
972	0.589284196
973	0.5891785801
974	0.5891223598
975	0.5890188244
976	0.5889523527
977	0.5888453469
978	0.5887064685
979	0.5886411903
980	0.588510144
981	0.5883941504
982	0.5883016216
983	0.5882688712
984	0.5881616955
985	0.5880908841
986	0.5879911494
987	0.5878546188
988	0.5878286823
989	0.5877494643
990	0.5876096324
991	0.5874841349
992	0.5873866008
993	0.587266743
994	0.5871444457
995	0.5870732271
996	0.5869590978
997	0.58691796
998	0.5868353451
999	0.5867894654
